,Company,Degree Centrality,Betweenness Centrality,Eigen Centrality,Closeness Centrality,Page Rank,Valuation ($B) ,Date Added,Country,Category,Select Investors,Valuation($B) flaot,DateTime Joined
491,Rubrik,0.057057057057057055,0.0031979061844306647,0.0161336849741244,0.3775970062889894,0.0017915677769446904,$4.00 ,2017/4/28,United States,Data management & analytics,"['Greylock Partners', ' Lightspeed Venture Partners', ' Khosla Ventures']",4.0,2017-04-28
492,Trade Republic,0.003003003003003003,0.0,0.001852524925458491,0.2679356002709296,0.00033432143769347375,$5.30 ,2021/5/20,Germany,Fintech,"['Founders Fund. Accel', ' Creandum']",5.3,2021-05-20
493,Flash Express,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.00 ,2021/2/1,Thailand,"Supply chain, logistics, & delivery","['SCB 10X', ' Krungsri Finnovate', ' eWTP Capital']",1.0,2021-02-01
494,Yipin Shengxian,0.006006006006006006,0.0018576577924203652,0.00024140309558119233,0.2695496701520798,0.0006144711930429413,$1.49 ,2019/3/11,China,E-commerce & direct-to-consumer,"['Eastern Bell Capital', ' Capital Today', ' Longzhu Capital']",1.49,2019-03-11
495,Fetch Rewards,0.029029029029029027,0.0022815067454129466,0.009997043550637857,0.3573267144695716,0.0011164926159413187,$1.00 ,2021/3/31,United States,E-commerce & direct-to-consumer,"['Greycroft', ' Loeb.NYC', ' DST Global']",1.0,2021-03-31
496,DJI Innovations,0.04504504504504504,0.00018494457079800132,0.036412406505461146,0.3543398215637547,0.0012508177522838546,$15.00 ,2015/1/23,China,Hardware,"['Accel Partners', ' Sequoia Capital']",15.0,2015-01-23
497,Socar,0.004004004004004004,0.0004152360440558105,5.3657643446712136e-05,0.232980738910736,0.000619294408282473,$1.00 ,2020/10/16,South Korea,Auto & transportation,"['Bain Capital', ' Altos Ventures', ' Songhyun Investment']",1.0,2020-10-16
498,Cadence,0.06706706706706707,0.004269832857292992,0.025123680284279772,0.37636187589458614,0.0019908182493166894,$1.00 ,2021/12/14,United States,Health,"['Thrive Capital', ' General Catalyst', ' Coatue Management']",1.0,2021-12-14
499,MoMo,0.017017017017017015,0.0024332059794418518,0.003573360731493502,0.3185974740563348,0.0008962085690420043,$2.27 ,2021/12/10,Vietnam,Fintech,"['Goodwater Capital', ' Warburg Pincus', ' GS Growth']",2.27,2021-12-10
500,Athletic Greens,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.32 ,2022/1/25,United States,Health,"['SC.Holdings', ' Not Boring Capital', ' Bolt Ventures']",1.32,2022-01-25
501,Orca Bio,0.037037037037037035,0.0032523042567621494,0.009210906165122427,0.3468623662422112,0.0013999909341501976,$1.00 ,2020/6/17,United States,Health,"['Lightspeed Venture Partners', ' Data Collective', ' 8VC']",1.0,2020-06-17
502,Handshake,0.04704704704704705,0.0015523796218705843,0.01258784084079192,0.3677691390020157,0.0015180675446423678,$3.50 ,2021/5/12,United States,Internet software & services,"['Kleiner Perkins Caufield & Byers', ' Lightspeed Venture Partners', ' True Ventures']",3.5,2021-05-12
503,TangoMe,0.02002002002002002,0.006006456152895706,0.0062531081592981244,0.30485027040666707,0.0011733017011911504,$1.10 ,2014/3/20,United States,Mobile & telecommunications,"['Draper Fisher Jurtson', ' Qualcomm Ventures', ' Alibaba Group']",1.1,2014-03-20
504,GoodLeap,0.02002002002002002,0.0,0.007357184189022005,0.3292781743313223,0.0007508874582486893,$12.00 ,2021/10/13,United States,Internet software & services,"['New Enterprise Associates', ' BDT Capital Partners', ' Davidson Kempner Capital Management']",12.0,2021-10-13
505,Dream11,0.02702702702702703,0.0,0.004213615669558715,0.3103716433196202,0.0009449145543388622,$8.00 ,2019/4/9,India,Internet software & services,"['Kaalari Capital', ' Tencent Holdings', ' Steadview Capital']",8.0,2019-04-09
506,Razorpay,0.06706706706706707,0.001541536140446361,0.05273645660959861,0.37218780703069054,0.0018802197459511184,$7.50 ,2020/10/11,India,Fintech,"['Sequoia Capital India', ' Tiger Global Management', ' Matrix Partners India']",7.5,2020-10-11
507,Pantheon Systems,0.03903903903903904,0.002878818263283499,0.013608603626341215,0.3378416167845698,0.0013571058852680387,$1.00 ,2021/7/13,United States,Internet software & services,"['Foundry Group', ' Scale Venture Partners', ' SoftBank Group']",1.0,2021-07-13
508,Konfio,0.011011011011011011,0.0004676024635425299,0.005054320309231935,0.31085079676357175,0.0005616000387083459,$1.30 ,2021/9/29,Mexico,Fintech,"['Kaszek Ventures', ' QED Investors', ' International Finance Corporation']",1.3,2021-09-29
509,1KMXC,0.011011011011011011,0.005380129628626623,0.000208839882351439,0.2545557567681461,0.0011744050856472065,$1.00 ,2021/8/30,China,Hardware,"['Goldman Sachs Asset Management', ' SDP Investment', ' Alibaba Group']",1.0,2021-08-30
510,Xiaohongshu,0.025025025025025023,0.001248761062635787,0.0038492817586531884,0.31013262010566595,0.0011278491592598026,$20.00 ,2016/3/31,China,E-commerce & direct-to-consumer,"['GGV Capital', ' ZhenFund', ' Tencent']",20.0,2016-03-31
511,Delhivery,0.036036036036036036,0.0004180547106219152,0.01595891226373752,0.3357292265170548,0.0011139812412019748,$3.00 ,2019/2/27,India,"Supply chain, logistics, & delivery","['Times Internet', ' Nexus Venture Partners', ' SoftBank Group']",3.0,2019-02-27
512,OrCam Technologies,0.003003003003003003,0.0,0.0006594145877220922,0.25972731841806335,0.0003098062510454075,$1.03 ,2018/2/20,Israel,Artificial intelligence,"['Intel Capital', ' Aviv Venture Capital']",1.03,2018-02-20
513,NIUM,0.011011011011011011,0.00025081189088432766,0.001196035921841326,0.2781127121596735,0.0007677803649012757,$1.00 ,2021/7/13,Singapore,Fintech,"['Vertex Ventures SE Asia', ' Global Founders Capital', ' Visa Ventures']",1.0,2021-07-13
514,Attentive,0.04504504504504504,0.003582487655557836,0.035972831232081524,0.35449578099225987,0.0013763153097664873,$5.99 ,2020/9/23,United States,Mobile & telecommunications,"['NextView Ventures', ' Eniac Ventures', ' Sequoia Capital']",5.99,2020-09-23
515,Moveworks,0.04904904904904905,0.003468483936511871,0.012647213489532386,0.37047581159816667,0.0016406180690931892,$2.10 ,2021/6/30,United States,Artificial intelligence,"['Lightspeed Venture Partners', ' Sapphire Ventures', ' Kleiner Perkins Caufield & Byers']",2.1,2021-06-30
516,Dapper Labs,0.05305305305305305,0.004113955203019742,0.02555590612736006,0.36345415812924836,0.0016860355938888981,$7.60 ,2021/3/30,Canada,Fintech,"['Union Square Ventures', ' Venrock', ' Andreessen Horowitz']",7.6,2021-03-30
517,Collibra,0.04904904904904905,0.004490569001581197,0.020509225495089132,0.3610104950311136,0.001685310230957296,$5.25 ,2019/1/29,Belgium,Data management & analytics,"['Index Ventures', ' Battery Ventures', ' ICONIQ Capital']",5.25,2019-01-29
518,Hibob,0.035035035035035036,0.0016878720309775389,0.007547491768434889,0.33447442459070365,0.0013373364913006084,$1.65 ,2021/10/12,Israel,Internet software & services,"['Bessemer Venture Partners', ' Eight Roads Ventures', ' Battery Ventures']",1.65,2021-10-12
519,Coda,0.05905905905905906,0.0029243474059590874,0.021267270706806295,0.3727044953329081,0.0017756197487559565,$1.40 ,2021/7/8,United States,Internet software & services,"['Greylock Partners', ' General Catalyst', ' Khosla Ventures']",1.4,2021-07-08
520,Miaoshou Doctor,0.07407407407407407,0.004449543496389747,0.011388937361130436,0.3465638616241026,0.0023281031778033387,$4.25 ,2019/6/27,China,E-commerce & direct-to-consumer,"['Sequoia Capital China', ' Qiming Venture Partners', ' Tencent Holdings']",4.25,2019-06-27
521,Intarcia Therapeutics,0.02002002002002002,0.0,0.007357184189022005,0.3292781743313223,0.0007508874582486893,$3.80 ,2014/4/1,United States,Health,"['New Enterprise Associates', ' New Leaf Venture Partners', ' Charter Venture Capital']",3.8,2014-04-01
522,Plume,0.043043043043043044,0.0002255788195991102,0.033560437382128314,0.35247895598005,0.0012531020043709264,$2.60 ,2021/2/23,United States,Internet software & services,"['Insight Partners', ' Jackson Square Ventures', ' Liberty Gloval Ventures']",2.6,2021-02-23
523,Hive,0.03203203203203203,0.0,0.013170106935176094,0.34302147121567905,0.0009948123564447954,$2.00 ,2021/4/21,United States,Artificial intelligence,"['Tomales Bay Capital', ' Bain & Company', ' General Catalyst']",2.0,2021-04-21
524,Changingedu,0.062062062062062065,0.0012241300197720802,0.009722504166633223,0.3384094178211825,0.0019157213220217472,$1.50 ,2017/10/30,China,Edtech,"['Trustbridge Partners', ' IDG Capital', ' Sequoia Capital China']",1.5,2017-10-30
525,FTX,0.04604604604604605,0.0016604269552756696,0.036175130015006836,0.35622043981177104,0.0013468268122176733,$32.00 ,2021/7/20,Hong Kong,Fintech,"['Sequoia Capital', ' Thoma Bravo', ' Softbank']",32.0,2021-07-20
526,Stripe,0.023023023023023025,0.0005637831976313255,0.00685979677742708,0.32634295559741267,0.000849572437914347,$95.00 ,2014/1/23,United States,Fintech,"['Khosla Ventures', ' LowercaseCapital', ' capitalG']",95.0,2014-01-23
527,Olive,0.03203203203203203,0.0,0.013170106935176094,0.34302147121567905,0.0009948123564447954,$4.00 ,2020/12/1,United States,Internet software & services,"['Drive Capital', ' General Catalyst', ' Ascension Ventures']",4.0,2020-12-01
528,Global Switch,0.002002002002002002,0.001797388570935665,2.5912023062170848e-05,0.22132850080088332,0.000566693462322304,$11.10 ,2016/12/22,United Kingdom,Hardware,"['Aviation Industry Corporation of China', ' Essence Financial', ' Jiangsu Sha Steel Group']",11.1,2016-12-22
529,Gelato,0.043043043043043044,0.0031156589949773365,0.01948175917981369,0.35527764200018275,0.001459372095533184,$1.00 ,2021/8/16,Norway,E-commerce & direct-to-consumer,"['Greylock Partners', ' Google Ventures', ' BlackRock']",1.0,2021-08-16
530,Revolut,0.026026026026026026,0.0006576023709797797,0.009185377338517415,0.3467130496833467,0.0009584603252106295,$33.00 ,2018/4/26,United Kingdom,Fintech,"['index Ventures', ' DST Global', ' Ribbit Capital']",33.0,2018-04-26
531,PointClickCare,0.002002002002002002,0.0,0.0001676898468274401,0.2593927260593927,0.00024965797278484044,$4.00 ,2021/1/7,Canada,Internet software & services,"['Dragoneer Investment Group', ' Hellman & Friedman', ' JMI Equity']",4.0,2021-01-07
532,XForcePlus,0.003003003003003003,0.0,1.5754134338034415e-05,0.21726852290650508,0.00043122505459984616,$1.00 ,2021/6/1,China,Internet software & services,"['Eastern Bell Capital', ' Danhua Capital', ' MSA Capital']",1.0,2021-06-01
533,Infra.Market,0.1041041041041041,0.005577163545827006,0.1345311708650532,0.4031103175247319,0.002635717399979013,$2.50 ,2021/2/25,India,E-commerce & direct-to-consumer,"['Accel', ' Tiger Global Management', ' Nexus Venture Partners']",2.5,2021-02-25
534,Relativity,0.01001001001001001,0.0004566276485476844,0.0016385594378952857,0.29929929929929927,0.0006163188071273653,$3.60 ,2021/3/18,United States,Internet software & services,"['Silver Lake', ' ICONIQ Capital']",3.6,2021-03-18
535,Gousto,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.70 ,2020/11/3,United Kingdom,"Supply chain, logistics, & delivery","['MMC Ventures', ' BGF Ventures', ' Unilever Ventures']",1.7,2020-11-03
536,Noname Security,0.06906906906906907,0.003997238526682567,0.03955628766826522,0.3781288330584105,0.0019956339300753675,$1.00 ,2021/12/15,United States,Cybersecurity,"['Insight Partners', ' Lightspeed Venture Partners', ' CyberStarts']",1.0,2021-12-15
537,ECARX,0.002002002002002002,0.0,0.0003237354363142225,0.2511426300013765,0.00021682280757632372,$3.31 ,2020/10/26,China,Auto & transportation,"['Geely', ' SIG Asia Investments', ' China State Capital Venture Capital Fund']",3.31,2020-10-26
538,Cambridge Mobile Telematics,0.03003003003003003,0.0,0.011965718776462677,0.32634295559741267,0.0009404459767523464,$1.50 ,2018/12/19,United States,Mobile & telecommunications,['SoftBank Group'],1.5,2018-12-19
539,SpaceX,0.015015015015015015,0.0,0.002787865499742221,0.30752745873020787,0.000630447548980519,$100.30 ,2012/12/1,United States,Other,"['Founders Fund', ' Draper Fisher Jurvetson', ' Rothenberg Ventures']",100.3,2012-12-01
540,Commure,0.03203203203203203,0.0,0.013170106935176094,0.34302147121567905,0.0009948123564447954,$3.50 ,2021/9/13,United States,Internet software & services,"['General Catalyst', ' HCA Healthcare']",3.5,2021-09-13
541,Morning Consult,0.002002002002002002,0.0,0.0008198527638651795,0.26891967092300983,0.00024395234151379627,$1.00 ,2021/6/8,United States,Internet software & services,"['Advance Venture Partners', ' Susquehanna Growth Equity', ' Lupa Systems']",1.0,2021-06-08
542,Impact,0.014014014014014014,0.001209728203306669,0.004569553218042039,0.31986275393741637,0.0006495841555412812,$1.50 ,2021/7/13,United States,Internet software & services,"['Redpoint Ventures', ' Providence Equity Partners', ' Silversmith Capital Partners']",1.5,2021-07-13
543,Veho,0.03303303303303303,5.8380906297658896e-05,0.01337282410791298,0.3456714224954568,0.0010221457452169336,$1.00 ,2021/12/21,United States,"Supply chain, logistics, & delivery","['General Catalyst', ' Origin Ventures', ' Fontinalis Partners']",1.0,2021-12-21
544,Swiggy,0.012012012012012012,0.0,0.006660116571552573,0.31073086975864755,0.000521222148980249,$10.70 ,2018/6/21,India,"Supply chain, logistics, & delivery","['Accel India', ' SAIF Partners', ' Norwest Venture Partners']",10.7,2018-06-21
545,Medable,0.005005005005005005,0.00011349649178451425,0.00033756767996418217,0.2753553553553553,0.000381023500036384,$2.10 ,2021/10/26,United States,Internet software & services,"['GSR Ventures', ' Sapphire Ventures', ' Streamlined Ventures']",2.1,2021-10-26
546,StoreDot,0.002002002002002002,0.0,0.00010142200477573961,0.22649449224252372,0.0003799738611702253,$1.50 ,2022/1/4,Israel,Other,"['Samsung Ventures', ' SingulariTeam', ' BP Ventures']",1.5,2022-01-04
547,Keep,0.016016016016016016,0.00019861277935777734,0.0017428976418472674,0.30370075958311255,0.00075908126368882,$2.00 ,2020/5/19,China,Mobile & telecommunications,"['Bertelsmann Asia Investments', ' GGV Capital', ' Morningside Venture Capital']",2.0,2020-05-19
548,TalkingData,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.30 ,2021/1/6,China,Mobile & telecommunications,"['N5 Capital', ' CR Capital Mgmt', ' JD Digits']",1.3,2021-01-06
549,Socure,0.005005005005005005,9.764012400076379e-05,7.466279778206373e-05,0.23515749325968305,0.0006147262038093138,$4.50 ,2021/3/16,United States,Cybersecurity,"['Two Sigma Ventures', ' Flint Capital', ' Commerce Ventures']",4.5,2021-03-16
550,SmartAsset,0.003003003003003003,0.00014838675906666084,0.0002470886015267372,0.24843134312597603,0.0004823753899969788,$1.00 ,2021/6/24,United States,Fintech,"['Javelin Venture Partners', ' TTV Capital', ' Peterson Ventures']",1.0,2021-06-24
551,Gaussian Robotics,0.001001001001001001,0.0,7.308675166937704e-05,0.23264425604113642,0.0001961673986788125,$1.00 ,2021/11/10,China,Hardware,"['BlueRun Ventures', ' Grand Flight Investment', ' Meituan Dianping']",1.0,2021-11-10
552,Kitopi,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.00 ,2021/7/1,United Arab Emirates,"Supply chain, logistics, & delivery","['CE-Ventures', ' BECO Capital', ' Nordstar']",1.0,2021-07-01
553,Density,0.01901901901901902,0.0006321126863520566,0.003214401327254394,0.31061103525430556,0.0008291439602514113,$1.05 ,2021/11/10,United States,Hardware,"['Founders Fund', ' Upfront Ventures', ' 01 Advisors']",1.05,2021-11-10
554,Augury,0.007007007007007007,0.0037195703310583346,0.00045982669985162,0.27136604259245767,0.000732277340591707,$1.00 ,2021/10/26,United States,Artificial intelligence,"['Lerer Hippeau', ' Munich Re Ventures', ' Eclipse Ventures']",1.0,2021-10-26
555,CargoX,0.01001001001001001,0.00015008022877932678,0.0028367097135973346,0.30154040225174633,0.0005547083466888521,$1.00 ,2021/10/21,Brazil,"Supply chain, logistics, & delivery","['Valor Capital Group', ' Lightrock', ' Softbank Group']",1.0,2021-10-21
556,MoonPay,0.08608608608608609,0.010032775270377785,0.058617903248242245,0.40290866153797616,0.002440668007449511,$3.40 ,2021/11/22,United States,Fintech,"['New Enterprise Associates', ' Coatue Management', ' Tiger Global Management']",3.4,2021-11-22
557,We Doctor,0.006006006006006006,0.0,0.001110228736031527,0.28181050189447665,0.00042279472316551563,$7.00 ,2015/9/22,China,Health,"['Tencent', ' Morningside Group']",7.0,2015-09-22
558,Axtria,0.02702702702702703,0.00036331698642787046,0.012634594369486671,0.33076567327080675,0.0009108923637034902,$1.00 ,2021/5/13,United States,Data management & analytics,"['Helion Venture Partners', ' Bain Capital Tech Opportunities', ' Sequoia Capital India']",1.0,2021-05-13
559,JOLLY Information Technology,0.04904904904904905,0.0007617722432522462,0.008475661396040531,0.3259467480430653,0.0015251848565874036,$1.50 ,2018/5/29,China,E-commerce & direct-to-consumer,"['Legend Capital', ' CDH Investments', ' Sequoia Capital China']",1.5,2018-05-29
560,ThoughtSpot,0.04504504504504504,0.001214852031271951,0.011547660066444494,0.36036439123687447,0.001448735779968025,$4.20 ,2018/5/8,United States,Internet software & services,"['Lightspeed Venture Partners', ' Khosla Ventures', ' Geodesic Capital']",4.2,2018-05-08
561,Collective Health,0.058058058058058054,0.004200837367833003,0.023959209982285443,0.3584398818043678,0.0018499838603639805,$1.50 ,2019/6/17,United States,Fintech,"['New Enterprise Associates', ' Founders Fund', ' Google Ventures']",1.5,2019-06-17
562,Vox Media,0.03303303303303303,0.0007559764594856165,0.008973066309606412,0.32621077943070653,0.001116407245760154,$1.00 ,2015/8/12,United States,Internet software & services,"['Accel Partners', ' Comcast Ventures', ' General Atlantic']",1.0,2015-08-12
563,PandaDoc,0.009009009009009009,0.0010914856535100968,0.0013756902935003206,0.2856079483739058,0.0006117600452848767,$1.00 ,2021/9/22,United States,Internet software & services,"['Rembrandt Venture Partners', ' M12', ' Altos Ventures']",1.0,2021-09-22
564,Yuanqi Senlin,0.04604604604604605,0.000378669660867906,0.008592032994269765,0.3304942201126034,0.0013746183132430847,$15.00 ,2020/3/1,China,Consumer & retail,"['Sequoia Capital China', ' Longfor Capitalm', ' Gaorong Capital']",15.0,2020-03-01
565,Yixia,0.07307307307307308,0.012983204427694526,0.015013306644926899,0.37742006298707326,0.002202489319532384,$3.00 ,2015/11/24,China,Mobile & telecommunications,"['Sequoia Capital China', ' Sina Weibo', ' Kleiner Perkins Caufield & Byers', ' Redpoint Ventures']",3.0,2015-11-24
566,YugaByte,0.03303303303303303,0.0009135459701109395,0.008046705493774823,0.3443413486166799,0.001144842586709154,$1.30 ,2021/10/28,United States,Data management & analytics,"['Lightspeed Venture Partners', ' Dell Technologies Capital', ' Wipro Ventures']",1.3,2021-10-28
567,Lukka,0.002002002002002002,0.00013469719677517805,5.239171236406745e-05,0.2272614036158054,0.00037459522647784784,$1.30 ,2022/1/14,United States,Fintech,"['Liberty City Ventures', ' Soros Fund Management', ' Summer Capital']",1.3,2022-01-14
568,UpGrad,0.06706706706706707,0.0051739022354517555,0.09884278055510555,0.3715011136597852,0.0018937692403690161,$1.20 ,2021/8/9,India,Edtech,"['Qualcomm Ventures', ' Accel', ' Canaan Partners']",1.2,2021-08-09
569,TERMINUS Technology,0.02102102102102102,0.0,0.0023477503099605264,0.3065909457230355,0.0008291208320286161,$1.00 ,2018/10/25,China,Hardware,"['China Everbright Limited', ' IDG Capital', ' iFLYTEK']",1.0,2018-10-25
570,Built,0.037037037037037035,0.0013660815893622048,0.0220460767136809,0.33955076493019154,0.0011899372029652558,$1.50 ,2021/9/30,United States,Internet software & services,"['Nyca Partners', ' Index Ventures', ' Technology Crossover Ventures']",1.5,2021-09-30
571,Hosjoy,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.00 ,2018/10/18,China,E-commerce & direct-to-consumer,"['U.S.-China Green Fund', ' Founder H Fund', ' Richland Equities']",1.0,2018-10-18
572,Calm,0.009009009009009009,0.0002685267612749689,0.001982725258016594,0.2912891191372204,0.0004883081421341145,$2.00 ,2019/2/6,United States,Consumer & retail,"['Insight Venture Partners', ' TPG Growth', ' Sound Ventures']",2.0,2019-02-06
573,SeekOut,0.050050050050050046,0.004199846082779523,0.046291522128643264,0.3713298360601265,0.0016113077975789237,$1.20 ,2022/1/12,United States,Internet software & services,"['Mayfield', ' Madrona Venture Group', ' Tiger Global Management']",1.2,2022-01-12
574,Playco,0.04704704704704705,0.001122790250500366,0.03672780745229538,0.35480811207683455,0.0013444784467227281,$1.00 ,2020/9/21,Japan,Other,"['Sozo Ventures', ' Caffeinated Capital', ' Sequoia Capital']",1.0,2020-09-21
575,Tradeshift,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$2.70 ,2018/5/30,United States,Fintech,"['Notion Capital', ' Scentan Ventures', ' Kite Ventures']",2.7,2018-05-30
576,Mollie,0.008008008008008008,0.0,0.0056241178509701525,0.2775377031062765,0.0004134762015360406,$6.50 ,2020/9/8,Netherlands,Fintech,['Technology Crossover Ventures'],6.5,2020-09-08
577,Offchain Labs,0.03403403403403403,0.0020658547854786515,0.008194030793758324,0.3409883210899299,0.0012588699577770683,$1.20 ,2021/8/31,United States,Internet software & services,"['Pantera Capital', ' Polychain Capital', ' Lightspeed Venture Partners']",1.2,2021-08-31
578,ZEPZ,0.062062062062062065,0.0012849359225843109,0.09821182754638415,0.360687153790602,0.0016468672791796826,$5.00 ,2021/8/23,United Kingdom,Fintech,"['Accel', ' Technology Crossover Ventures', ' LeapFrog Investments']",5.0,2021-08-23
579,SafetyCulture,0.04804804804804805,0.00035703575133562985,0.04655311118640115,0.3692867558067008,0.0013357787327218657,$1.60 ,2021/5/3,Australia,Internet software & services,"['Blackbird Ventures', ' IndexVentures', ' Tiger Global Management']",1.6,2021-05-03
580,Automation Anywhere,0.06106106106106106,0.010261944265000397,0.01526377344876843,0.37565970821567835,0.00202712177421978,$6.80 ,2018/7/2,United States,Artificial intelligence,"['General Atlantic', ' Goldman Sachs', ' New Enterprise Associates']",6.8,2018-07-02
581,BGL Group,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$3.00 ,2017/11/24,United Kingdom,Fintech,['CPP Investment Board'],3.0,2017-11-24
582,Hailo,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.00 ,2021/6/23,Israel,Artificial intelligence,"['Glory Ventures', ' Maniv Mobility']",1.0,2021-06-23
583,DealShare,0.04704704704704705,9.222246258903262e-05,0.046338637250410764,0.36609746109746105,0.0013093739480641324,$1.62 ,2022/1/27,India,E-commerce & direct-to-consumer,"['Alpha Wave Global', ' Matrix Partners India', ' Tiger Global Management']",1.62,2022-01-27
584,Vinted,0.09309309309309309,0.002980782434408587,0.12168268345708888,0.38984240775141066,0.0023609366652438397,$4.53 ,2019/11/27,Lithuania,E-commerce & direct-to-consumer,"['Accel', ' Insight Partners', ' Burda Principal Investments']",4.53,2019-11-27
585,REEF Technology,0.003003003003003003,2.2657246849365195e-05,0.00028730938080940655,0.25560597093443804,0.00032249649983877396,$1.00 ,2018/12/10,United States,"Supply chain, logistics, & delivery","['Target Global', ' UBS Asset Management', ' Mubadala Capital']",1.0,2018-12-10
586,Globality,0.03003003003003003,0.0,0.011965718776462677,0.32634295559741267,0.0009404459767523464,$1.00 ,2019/1/22,United States,Artificial intelligence,['SoftBank Group'],1.0,2019-01-22
587,Ola Electric Mobility,0.07507507507507508,0.00396171937343735,0.05618039362704628,0.38462961528864104,0.002042108807206352,$5.00 ,2019/7/2,India,Auto & transportation,"['SoftBank Group', ' Tiger Global Management', ' Matrix Partners India']",5.0,2019-07-02
588,SambaNova Systems,0.026026026026026026,0.001320780022621559,0.01499621358690609,0.3302232121420313,0.000978379029237577,$5.00 ,2021/4/13,United States,Data management & analytics,"['Walden International', ' Google Ventures', ' Intel Capital']",5.0,2021-04-13
589,LaunchDarkly,0.007007007007007007,8.388913910185701e-05,0.0013369422608475346,0.281121959655991,0.0004495578650819347,$3.00 ,2021/7/28,United States,Internet software & services,"['Uncork Capital', ' Threshold Ventures', ' Bloomberg Beta']",3.0,2021-07-28
590,Vectra Networks,0.023023023023023025,0.0009499365345654584,0.005270071216050683,0.32332975287611976,0.000889075985714194,$1.20 ,2021/4/29,United States,Artificial intelligence,"['IA Ventures', ' Khosla Ventures', ' AME Cloud Ventures']",1.2,2021-04-29
591,PatSnap,0.05105105105105105,0.0012308910661332024,0.008444334466439935,0.3245021814723668,0.001687663865700105,$1.00 ,2021/3/16,Singapore,Internet software & services,"['Sequoia Capital China', ' Shunwei Capital Partners', ' Qualgro']",1.0,2021-03-16
592,News Break,0.026026026026026026,0.00029024050169027975,0.0034650568248890644,0.3160967089538518,0.0009944217394791247,$1.00 ,2021/1/7,United States,Internet software & services,"['IDG Capital', ' Francisco Partners', ' ZhenFund']",1.0,2021-01-07
593,Solo.io,0.012012012012012012,7.330927825889542e-05,0.0019545362255995484,0.3032433789210897,0.0005497579942660435,$1.00 ,2021/10/7,United States,Internet software & services,"['True Ventures', ' Altimeter Capital', ' Redpoint Ventures']",1.0,2021-10-07
594,TrueLayer,0.007007007007007007,0.00022838283863804815,0.0023680334668065416,0.28591211019326035,0.0005923310068313421,$1.00 ,2021/9/21,United Kingdom,Fintech,"['Anthemis', ' Connect Ventures', ' Northzone Ventures']",1.0,2021-09-21
595,YipitData,0.006006006006006006,0.005380129628626623,0.00013027842418566338,0.2506736428305056,0.0010542501656792289,$1.00 ,2021/12/6,United States,Internet software & services,"['RRE Ventures+', ' Highland Capital Partners', ' The Carlyle Group']",1.0,2021-12-06
596,Farmers Business Network,0.025025025025025023,0.0016396194203728654,0.014623191849853112,0.33226667261320725,0.0008935911841745116,$4.00 ,2020/8/3,United States,Other,"['Blackrock', ' Kleiner Perkins Caulfield & Byers', ' Google Ventures']",4.0,2020-08-03
597,Masterworks,0.005005005005005005,7.3700439979171e-05,0.0002968301896472429,0.26090522008889355,0.0004301453946584142,$1.00 ,2021/10/5,United States,Fintech,"['Left Lane Capital', ' Galaxy Interactive', ' Tru Arrow Partners']",1.0,2021-10-05
598,BetterUp,0.035035035035035036,0.001798623350021328,0.008272858898698518,0.3433139021374315,0.0012993636346558285,$4.70 ,2021/2/25,United States,Internet software & services,"['Threshold Ventures', ' Lightspeed Venture Partners', ' Crosslink Capital']",4.7,2021-02-25
599,Preferred Networks,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$2.00 ,2018/5/17,Japan,Artificial intelligence,"['Toyota Motor Corporation', ' Mizuho Financial Group', ' FANUC']",2.0,2018-05-17
600,Niantic,0.007007007007007007,0.00010211375929666473,0.0019102276030286162,0.29885507028364167,0.0004105253014162034,$9.00 ,2017/11/24,United States,Mobile & telecommunications,"['Nintendo', ' Google', ' Pokemon Company International', ' Spark Capital']",9.0,2017-11-24
601,Pleo,0.005005005005005005,0.0002532590218382598,0.0019107882079504757,0.2759213478637939,0.0004849258534652018,$4.70 ,2021/7/6,Denmark,Fintech,"['Creandum', ' Founders', ' Kinnevik']",4.7,2021-07-06
602,Kurly,0.06306306306306306,0.0032662876450418885,0.01477840602382421,0.3665973665973666,0.001876905630699848,$3.30 ,2021/7/9,South Korea,"Supply chain, logistics, & delivery","['Sequoia Capital China', ' DST Global', ' DST Global']",3.3,2021-07-09
603,Kaseya,0.04004004004004004,0.0,0.03265740530843718,0.3520167895167895,0.0011643376366821294,$2.00 ,2019/3/27,United States,Cybersecurity,"['Insight Partners', ' TPG Alternative & Renewable Technologies', ' Ireland Strategic Investment Fund']",2.0,2019-03-27
604,Nexii,0.0,0.0,1.6061835351655795e-59,0.0,0.0001624255549540131,$1.23 ,2021/9/8,Canada,Other,"['Trane Technologies', ' Honeywell']",1.23,2021-09-08
